,01 Andalucía,04 Almería,11 Cádiz,14 Córdoba,18 Granada,21 Huelva,23 Jaén,29 Málaga,41 Sevilla,02 Aragón,22 Huesca,44 Teruel,50 Zaragoza,"03 Asturias, Principado de",33 Asturias,"04 Balears, Illes","07 Balears, Illes",05 Canarias,"35 Palmas, Las",38 Santa Cruz de Tenerife,06 Cantabria,39 Cantabria,07 Castilla y León,05 Ávila,09 Burgos,24 León,34 Palencia,37 Salamanca,40 Segovia,42 Soria,47 Valladolid,49 Zamora,08 Castilla - La Mancha,02 Albacete,13 Ciudad Real,16 Cuenca,19 Guadalajara,45 Toledo,09 Cataluña,08 Barcelona,17 Girona,25 Lleida,43 Tarragona,10 Comunitat Valenciana,03 Alicante/Alacant,12 Castellón/Castelló,46 Valencia/València,11 Extremadura,06 Badajoz,10 Cáceres,12 Galicia,"15 Coruña, A",27 Lugo,32 Ourense,36 Pontevedra,"13 Madrid, Comunidad de",28 Madrid,"14 Murcia, Región de",30 Murcia,"15 Navarra, Comunidad Foral de",31 Navarra,16 País Vasco,01 Araba/Álava,48 Bizkaia,20 Gipuzkoa,"17 Rioja, La","26 Rioja, La",18 Ceuta,19 Melilla,Total Nacional
2011M06.2,608593.0,20110.0,76832.0,34333.0,92740.0,19393.0,6761.0,247114.0,111309.0,38918.0,14318.0,3248.0,21353.0,22258.0,22258.0,1110000.0,1110000.0,387838.0,238375.0,149463.0,27149.0,27149.0,89471.0,5233.0,21677.0,16243.0,4840.0,20841.0,7714.0,1319.0,8085.0,3519.0,31603.0,2619.0,3491.0,3522.0,3424.0,18547.0,1148258.0,727728.0,242416.0,11092.0,167022.0,226564.0,128672.0,15188.0,82704.0,16262.0,9122.0,7140.0,94352.0,49322.0,18916.0,2680.0,23435.0,444045.0,444045.0,16983.0,16983.0,18643.0,18643.0,86394.0,9201.0,34612.0,42581.0,10166.0,10166.0,1261.0,1004.0,4379761.0
2011M05.2,678476.0,14840.0,77561.0,45939.0,106515.0,20051.0,10422.0,267203.0,135946.0,32713.0,8888.0,2988.0,20836.0,20825.0,20825.0,864676.0,864676.0,378767.0,235921.0,142846.0,21791.0,21791.0,104468.0,6032.0,26580.0,18704.0,5536.0,24976.0,8321.0,1818.0,9953.0,2547.0,36243.0,2770.0,4367.0,4511.0,2973.0,21622.0,989687.0,689576.0,167679.0,9315.0,123117.0,220627.0,132990.0,15460.0,72177.0,24613.0,12734.0,11880.0,85954.0,47422.0,16928.0,2583.0,19020.0,459282.0,459282.0,18245.0,18245.0,23349.0,23349.0,72861.0,7569.0,33786.0,31506.0,15657.0,15657.0,1433.0,809.0,4050476.0
2011M04.2,633518.0,13577.0,75273.0,44060.0,105341.0,22204.0,8369.0,241099.0,123593.0,27553.0,6077.0,2559.0,18917.0,12346.0,12346.0,351050.0,351050.0,513715.0,306844.0,206871.0,14433.0,14433.0,69695.0,3768.0,17540.0,8015.0,2910.0,20265.0,6390.0,991.0,7498.0,2318.0,35925.0,2366.0,4422.0,5589.0,1830.0,21718.0,849418.0,599360.0,166055.0,8047.0,75956.0,212280.0,120635.0,17992.0,73653.0,23737.0,13878.0,9859.0,54829.0,30157.0,7202.0,2083.0,15387.0,430560.0,430560.0,17535.0,17535.0,13375.0,13375.0,64883.0,6198.0,28842.0,29843.0,7763.0,7763.0,1431.0,737.0,3334785.0
2011M03.2,435268.0,8620.0,51370.0,26956.0,70588.0,16830.0,5038.0,163579.0,92287.0,26428.0,5575.0,2308.0,18546.0,7142.0,7142.0,140347.0,140347.0,554371.0,338491.0,215880.0,7044.0,7044.0,45203.0,3838.0,9081.0,5285.0,1943.0,13161.0,3441.0,972.0,6089.0,1393.0,23407.0,2020.0,3437.0,2821.0,1740.0,13389.0,563260.0,459765.0,78784.0,10437.0,14275.0,162411.0,88913.0,9218.0,64280.0,12664.0,7903.0,4761.0,27610.0,14668.0,2570.0,1407.0,8965.0,368336.0,368336.0,13926.0,13926.0,8494.0,8494.0,46873.0,4575.0,22754.0,19545.0,3625.0,3625.0,1629.0,742.0,2448781.0
2011M02.2,262440.0,6520.0,30094.0,15905.0,44098.0,4962.0,2822.0,96203.0,61837.0,17219.0,3758.0,1116.0,12344.0,4476.0,4476.0,72577.0,72577.0,515616.0,309121.0,206495.0,4819.0,4819.0,27079.0,1314.0,6484.0,2096.0,1189.0,8180.0,1950.0,415.0,4070.0,1381.0,15196.0,1505.0,2433.0,1879.0,1119.0,8260.0,438191.0,365483.0,50679.0,12401.0,9627.0,117588.0,61065.0,7931.0,48592.0,6874.0,4447.0,2427.0,19199.0,10078.0,1346.0,1203.0,6572.0,279135.0,279135.0,13081.0,13081.0,7021.0,7021.0,31866.0,3229.0,16068.0,12569.0,2749.0,2749.0,1182.0,588.0,1836899.0
2011M01.2,209038.0,5254.0,16266.0,12140.0,37547.0,4139.0,2084.0,76291.0,55318.0,14019.0,2193.0,1178.0,10648.0,4790.0,4790.0,38862.0,38862.0,472394.0,277773.0,194621.0,4344.0,4344.0,24389.0,1565.0,5927.0,1811.0,1056.0,6989.0,1737.0,266.0,4198.0,840.0,14669.0,1562.0,2210.0,1512.0,766.0,8618.0,345276.0,298946.0,31929.0,7716.0,6685.0,99049.0,55378.0,4882.0,38789.0,6593.0,4469.0,2124.0,16289.0,8258.0,1346.0,987.0,5697.0,269402.0,269402.0,11709.0,11709.0,5032.0,5032.0,29863.0,3510.0,14589.0,11764.0,2653.0,2653.0,2199.0,953.0,1571522.0
2010M12.2,230307.0,5387.0,15680.0,16780.0,39367.0,4996.0,3133.0,80852.0,64113.0,15447.0,2910.0,924.0,11613.0,4395.0,4395.0,38222.0,38222.0,441462.0,260436.0,181026.0,5357.0,5357.0,30260.0,1653.0,6711.0,2605.0,1133.0,10559.0,2621.0,523.0,3698.0,758.0,14247.0,1410.0,2245.0,1514.0,1519.0,7558.0,388671.0,326218.0,40996.0,6585.0,14872.0,101398.0,56355.0,5361.0,39683.0,7824.0,5029.0,2795.0,22758.0,11927.0,1560.0,1162.0,8109.0,296421.0,296421.0,10748.0,10748.0,4515.0,4515.0,33330.0,3547.0,15687.0,14095.0,2031.0,2031.0,1224.0,994.0,1649610.0
2010M11.2,298303.0,7081.0,25581.0,17937.0,43970.0,10714.0,3794.0,111059.0,78167.0,16901.0,1963.0,1692.0,13246.0,7345.0,7345.0,50047.0,50047.0,471791.0,287820.0,183970.0,6519.0,6519.0,37534.0,3253.0,7700.0,4678.0,1470.0,10270.0,3180.0,786.0,5130.0,1067.0,21343.0,1939.0,3868.0,2330.0,1883.0,11324.0,479166.0,395913.0,65262.0,4300.0,13691.0,145840.0,76650.0,5472.0,63719.0,9398.0,5583.0,3815.0,26297.0,14851.0,2094.0,1513.0,7839.0,346203.0,346203.0,12359.0,12359.0,7332.0,7332.0,42505.0,5715.0,20282.0,16507.0,3643.0,3643.0,1704.0,902.0,1985132.0
2010M10.2,578622.0,14585.0,80766.0,35418.0,86384.0,18244.0,7097.0,220589.0,115540.0,31723.0,6322.0,3374.0,22027.0,16461.0,16461.0,536820.0,536820.0,460834.0,270316.0,190519.0,19950.0,19950.0,77516.0,5086.0,19126.0,9483.0,3112.0,22090.0,6803.0,1514.0,8207.0,2095.0,33563.0,2988.0,5473.0,3971.0,2910.0,18222.0,859309.0,625251.0,156200.0,6359.0,71499.0,218129.0,119018.0,20848.0,78263.0,17302.0,9980.0,7322.0,75055.0,45757.0,9936.0,2675.0,16687.0,455562.0,455562.0,19185.0,19185.0,14296.0,14296.0,67743.0,7684.0,32093.0,27966.0,9009.0,9009.0,1386.0,655.0,3493119.0
2010M09.2,633117.0,17820.0,85218.0,36327.0,94951.0,25465.0,6563.0,243195.0,123578.0,41351.0,11902.0,3737.0,25712.0,23809.0,23809.0,933567.0,933567.0,380007.0,239439.0,140569.0,26023.0,26023.0,100648.0,5113.0,24692.0,19972.0,5160.0,24713.0,8188.0,1381.0,7880.0,3547.0,34599.0,2973.0,4994.0,4977.0,3066.0,18589.0,1000035.0,643288.0,216402.0,12506.0,127839.0,240078.0,124567.0,19545.0,95966.0,17600.0,10430.0,7170.0,102155.0,60349.0,17660.0,2674.0,21472.0,419304.0,419304.0,17815.0,17815.0,23179.0,23179.0,82383.0,11386.0,35645.0,35351.0,14201.0,14201.0,1754.0,574.0,4092199.0
2010M08.2,563207.0,18539.0,74636.0,30408.0,79060.0,27512.0,6556.0,220596.0,105901.0,45466.0,15632.0,3819.0,26015.0,25964.0,25964.0,1126505.0,1126505.0,390171.0,237172.0,153000.0,28401.0,28401.0,109292.0,4249.0,34847.0,15671.0,5169.0,26681.0,6281.0,1572.0,11555.0,3267.0,34913.0,2086.0,4912.0,5903.0,2980.0,19033.0,1232581.0,742052.0,298272.0,14161.0,178096.0,242226.0,125089.0,18976.0,98161.0,15791.0,9125.0,6665.0,111030.0,58280.0,17344.0,3147.0,32259.0,321676.0,321676.0,18231.0,18231.0,24316.0,24316.0,114222.0,18695.0,51903.0,43624.0,8067.0,8067.0,2082.0,858.0,4415000.0
2010M07.2,523450.0,17428.0,67465.0,25134.0,67168.0,24536.0,5206.0,232491.0,84021.0,42164.0,15106.0,2995.0,24063.0,25717.0,25717.0,1159130.0,1159130.0,398348.0,246433.0,151915.0,25440.0,25440.0,97081.0,3853.0,30687.0,13134.0,3961.0,21874.0,6754.0,1656.0,11491.0,3672.0,34415.0,2305.0,4898.0,3775.0,3249.0,20187.0,1203856.0,729878.0,300627.0,13936.0,159414.0,227900.0,126111.0,19379.0,82410.0,13832.0,8007.0,5825.0,95953.0,53864.0,15300.0,2256.0,24534.0,390648.0,390648.0,18114.0,18114.0,25623.0,25623.0,101543.0,14426.0,41894.0,45223.0,8877.0,8877.0,3574.0,1286.0,4396950.0
2010M06.2,512249.0,15453.0,68415.0,25832.0,78579.0,22763.0,6319.0,199480.0,95409.0,33170.0,11238.0,2090.0,19842.0,19822.0,19822.0,943555.0,943555.0,308526.0,185322.0,123205.0,25820.0,25820.0,88495.0,5204.0,22996.0,16406.0,4524.0,19591.0,7093.0,1329.0,8281.0,3071.0,30331.0,2461.0,4505.0,4388.0,2849.0,16129.0,918834.0,613306.0,179256.0,9792.0,116480.0,215984.0,124016.0,14013.0,77955.0,15507.0,8136.0,7371.0,87775.0,47508.0,16163.0,2675.0,21429.0,383170.0,383170.0,16640.0,16640.0,16778.0,16778.0,71034.0,7106.0,30063.0,33864.0,10319.0,10319.0,1378.0,968.0,3700356.0
2010M05.2,605681.0,16419.0,83823.0,41445.0,95406.0,18000.0,8376.0,226098.0,116113.0,35109.0,9254.0,3511.0,22344.0,19842.0,19842.0,792463.0,792463.0,311772.0,184398.0,127374.0,21559.0,21559.0,101993.0,5587.0,23077.0,21410.0,5475.0,24162.0,6560.0,1574.0,10437.0,3711.0,38167.0,3546.0,4521.0,5988.0,3357.0,20755.0,938388.0,602560.0,206135.0,10032.0,119660.0,216424.0,124497.0,17303.0,74624.0,17783.0,8832.0,8950.0,91029.0,49028.0,20209.0,2797.0,18994.0,457811.0,457811.0,15321.0,15321.0,21836.0,21836.0,68583.0,7060.0,28099.0,33424.0,12367.0,12367.0,1068.0,677.0,3767873.0
2010M04.2,551791.0,11483.0,65169.0,33091.0,92847.0,26483.0,6907.0,202719.0,113090.0,28224.0,4993.0,1907.0,21324.0,10939.0,10939.0,290883.0,290883.0,395385.0,228609.0,166776.0,16489.0,16489.0,68969.0,4301.0,18852.0,8613.0,4097.0,18289.0,4415.0,951.0,7101.0,2350.0,29654.0,2142.0,3798.0,4059.0,2607.0,17049.0,773764.0,519608.0,175003.0,5965.0,73187.0,197610.0,112664.0,13379.0,71567.0,18892.0,10328.0,8564.0,53729.0,28818.0,7713.0,2233.0,14965.0,375453.0,375453.0,14282.0,14282.0,12119.0,12119.0,59530.0,5734.0,23825.0,29971.0,8104.0,8104.0,2020.0,861.0,2908696.0
2010M03.2,376769.0,11235.0,48400.0,19381.0,64459.0,16369.0,4303.0,130536.0,82086.0,21362.0,3560.0,1440.0,16362.0,6134.0,6134.0,151613.0,151613.0,416579.0,248416.0,168162.0,6822.0,6822.0,42162.0,3630.0,10178.0,4526.0,2103.0,11095.0,3276.0,926.0,5104.0,1325.0,21048.0,1658.0,2549.0,3246.0,1714.0,11882.0,512057.0,404099.0,85513.0,9949.0,12497.0,164021.0,87994.0,13150.0,62876.0,11282.0,6965.0,4316.0,28352.0,14233.0,3042.0,2021.0,9057.0,339831.0,339831.0,12605.0,12605.0,7567.0,7567.0,39395.0,4490.0,17996.0,16909.0,3288.0,3288.0,1288.0,716.0,2162891.0
2010M02.2,239724.0,8711.0,29151.0,13388.0,45289.0,7148.0,2334.0,85638.0,48065.0,19435.0,4400.0,1135.0,13900.0,4143.0,4143.0,83422.0,83422.0,393175.0,223835.0,169340.0,4761.0,4761.0,30602.0,1798.0,6609.0,2696.0,1238.0,9877.0,2339.0,556.0,4248.0,1240.0,14128.0,1388.0,2277.0,1625.0,1402.0,7435.0,399457.0,323313.0,51911.0,13740.0,10493.0,124517.0,66461.0,6965.0,51091.0,8289.0,5296.0,2993.0,23366.0,12420.0,1453.0,1632.0,7862.0,266221.0,266221.0,11940.0,11940.0,4836.0,4836.0,33794.0,3362.0,15325.0,15106.0,3362.0,3362.0,1898.0,794.0,1667864.0
2010M01.2,191129.0,6708.0,17938.0,9952.0,33404.0,4477.0,1788.0,70662.0,46199.0,15348.0,2828.0,929.0,11591.0,4041.0,4041.0,44262.0,44262.0,386652.0,217848.0,168804.0,3497.0,3497.0,23890.0,1587.0,5237.0,1889.0,1746.0,6503.0,2612.0,386.0,3272.0,658.0,12557.0,1333.0,1814.0,1716.0,1299.0,6395.0,307748.0,259082.0,34081.0,8556.0,6030.0,105535.0,65651.0,5105.0,34779.0,6183.0,3772.0,2411.0,17306.0,8596.0,1240.0,1429.0,6041.0,250933.0,250933.0,9533.0,9533.0,4415.0,4415.0,28443.0,3163.0,11801.0,13479.0,1906.0,1906.0,1705.0,767.0,1415852.0
2009M12.2,217784.0,5927.0,18205.0,14702.0,37839.0,7641.0,2715.0,76537.0,54219.0,14737.0,2872.0,963.0,10902.0,4262.0,4262.0,39210.0,39210.0,373065.0,224094.0,148971.0,4151.0,4151.0,32049.0,1842.0,7540.0,3656.0,1116.0,9632.0,2502.0,366.0,4286.0,1109.0,14259.0,895.0,2177.0,1784.0,1605.0,7798.0,350712.0,286676.0,43687.0,6149.0,14201.0,111544.0,65038.0,5824.0,40682.0,7386.0,3837.0,3549.0,23604.0,11349.0,2041.0,1435.0,8780.0,257682.0,257682.0,8602.0,8602.0,4406.0,4406.0,31238.0,3530.0,13806.0,13902.0,2074.0,2074.0,1299.0,580.0,1498646.0
2009M11.2,257919.0,8195.0,24497.0,16175.0,38608.0,10322.0,3194.0,103314.0,53613.0,15663.0,2351.0,1015.0,12297.0,5558.0,5558.0,56046.0,56046.0,407483.0,237589.0,169895.0,6403.0,6403.0,32457.0,2068.0,7386.0,3684.0,1458.0,8688.0,2413.0,819.0,4763.0,1177.0,16452.0,1452.0,3010.0,2260.0,1440.0,8290.0,399785.0,328859.0,53269.0,4571.0,13087.0,146751.0,81638.0,8514.0,56598.0,10381.0,6412.0,3969.0,27055.0,15029.0,2235.0,1562.0,8229.0,276394.0,276394.0,12189.0,12189.0,7451.0,7451.0,37883.0,4123.0,17738.0,16021.0,2841.0,2841.0,936.0,618.0,1720264.0
2009M10.2,524996.0,16857.0,71729.0,29832.0,75094.0,22051.0,5000.0,207003.0,97430.0,28601.0,6634.0,2968.0,18999.0,12634.0,12634.0,489859.0,489859.0,372524.0,220164.0,152360.0,14515.0,14515.0,67441.0,4498.0,16175.0,7954.0,4050.0,18253.0,5496.0,1281.0,7593.0,2142.0,31726.0,2173.0,4662.0,5704.0,2824.0,16364.0,729868.0,502710.0,146323.0,8625.0,72209.0,207160.0,118595.0,19825.0,68740.0,16299.0,9375.0,6925.0,69495.0,38802.0,8846.0,2385.0,19463.0,395538.0,395538.0,14634.0,14634.0,11964.0,11964.0,54646.0,5822.0,25668.0,23156.0,8153.0,8153.0,1431.0,862.0,3052345.0
2009M09.2,585874.0,22964.0,89608.0,28661.0,82359.0,18661.0,5909.0,236861.0,100851.0,34484.0,11062.0,2870.0,20552.0,19812.0,19812.0,819676.0,819676.0,299330.0,183164.0,116165.0,21644.0,21644.0,85674.0,3289.0,21645.0,17203.0,4727.0,19800.0,6683.0,1202.0,7907.0,3219.0,30492.0,1597.0,4282.0,4236.0,2766.0,17611.0,866350.0,553881.0,199009.0,10058.0,103402.0,221468.0,122497.0,18699.0,80272.0,14473.0,6946.0,7527.0,83460.0,46273.0,14394.0,2578.0,20215.0,347720.0,347720.0,16777.0,16777.0,20303.0,20303.0,68849.0,7363.0,29666.0,31820.0,12280.0,12280.0,1366.0,756.0,3550788.0
2009M08.2,522464.0,19841.0,74442.0,25406.0,72898.0,23561.0,5716.0,217498.0,83102.0,39253.0,13859.0,2703.0,22690.0,23014.0,23014.0,957415.0,957415.0,310273.0,187508.0,122765.0,26146.0,26146.0,106243.0,4527.0,35394.0,13560.0,4947.0,24887.0,6262.0,1336.0,12198.0,3131.0,33934.0,2321.0,5784.0,5082.0,2961.0,17786.0,1071614.0,619890.0,287356.0,12158.0,152211.0,233019.0,122388.0,18921.0,91710.0,14335.0,7233.0,7103.0,89208.0,45116.0,14024.0,2779.0,27289.0,285019.0,285019.0,17151.0,17151.0,22192.0,22192.0,96938.0,11296.0,44911.0,40730.0,7935.0,7935.0,2620.0,1067.0,3859840.0
2009M07.2,502468.0,25878.0,73153.0,20686.0,63835.0,19946.0,5582.0,221931.0,71458.0,37708.0,13712.0,2624.0,21372.0,21850.0,21850.0,1006594.0,1006594.0,334540.0,206504.0,128036.0,24670.0,24670.0,88455.0,3616.0,28343.0,10978.0,4662.0,18996.0,6547.0,1590.0,11382.0,2341.0,28165.0,1625.0,5074.0,3358.0,2451.0,15658.0,1003430.0,598679.0,259772.0,11007.0,133972.0,221057.0,123296.0,22945.0,74815.0,12226.0,6618.0,5609.0,77905.0,43470.0,11486.0,2266.0,20682.0,326042.0,326042.0,18069.0,18069.0,24586.0,24586.0,85665.0,9338.0,35532.0,40794.0,7744.0,7744.0,1948.0,1112.0,3824232.0
2009M06.2,502197.0,17614.0,67390.0,24621.0,64452.0,22494.0,5353.0,214837.0,85436.0,28994.0,9680.0,2256.0,17059.0,18169.0,18169.0,923121.0,923121.0,308837.0,192085.0,116752.0,22967.0,22967.0,77632.0,3223.0,20526.0,16180.0,4662.0,16971.0,4497.0,1314.0,7601.0,2657.0,25122.0,2071.0,3108.0,4858.0,2506.0,12580.0,828217.0,521897.0,191976.0,9179.0,105165.0,189951.0,104850.0,16794.0,68307.0,13312.0,7158.0,6153.0,76733.0,42366.0,13624.0,2586.0,18157.0,322614.0,322614.0,13756.0,13756.0,17397.0,17397.0,60819.0,5730.0,26417.0,28671.0,8264.0,8264.0,2423.0,652.0,3441176.0
2009M05.2,604932.0,17689.0,84749.0,34702.0,91862.0,26358.0,8190.0,233711.0,107671.0,28272.0,8912.0,1903.0,17457.0,16016.0,16016.0,763684.0,763684.0,289846.0,165501.0,124345.0,21467.0,21467.0,90724.0,3387.0,22149.0,17949.0,5593.0,21686.0,6790.0,1256.0,8404.0,3510.0,33989.0,2698.0,5070.0,3205.0,3744.0,19272.0,835192.0,506033.0,197012.0,8677.0,123469.0,198958.0,112342.0,15529.0,71087.0,16648.0,7106.0,9542.0,75190.0,42948.0,15198.0,1988.0,15056.0,353782.0,353782.0,14750.0,14750.0,19092.0,19092.0,62517.0,6662.0,27357.0,28498.0,13126.0,13126.0,807.0,479.0,3439471.0
2009M04.2,509536.0,13880.0,57658.0,31200.0,84879.0,22950.0,7326.0,186416.0,105226.0,23119.0,5787.0,2418.0,14914.0,11726.0,11726.0,347161.0,347161.0,355490.0,200706.0,154784.0,12419.0,12419.0,66326.0,3709.0,16130.0,9232.0,3087.0,18683.0,5392.0,1006.0,6490.0,2598.0,30572.0,1990.0,3756.0,4112.0,2396.0,18317.0,659419.0,432131.0,160820.0,6532.0,59935.0,180846.0,97919.0,16846.0,66081.0,16025.0,7967.0,8058.0,47184.0,25737.0,8091.0,1169.0,12188.0,319978.0,319978.0,13094.0,13094.0,13272.0,13272.0,48177.0,4190.0,23430.0,20557.0,8302.0,8302.0,1215.0,693.0,2664552.0
2009M03.2,360263.0,10628.0,49784.0,17414.0,56929.0,12868.0,5381.0,141334.0,65925.0,18656.0,3591.0,1377.0,13688.0,6427.0,6427.0,159466.0,159466.0,415793.0,235336.0,180458.0,7556.0,7556.0,35964.0,1565.0,9340.0,4044.0,1832.0,9939.0,2146.0,765.0,4844.0,1489.0,17803.0,1782.0,2962.0,1733.0,2023.0,9304.0,430375.0,335833.0,68663.0,8828.0,17052.0,162059.0,90951.0,13618.0,57491.0,11319.0,6930.0,4389.0,26695.0,14622.0,1910.0,1349.0,8814.0,292217.0,292217.0,15416.0,15416.0,7506.0,7506.0,37558.0,3956.0,18009.0,15594.0,3747.0,3747.0,928.0,783.0,2010533.0
2009M02.2,242522.0,8410.0,26446.0,13686.0,43594.0,6158.0,3232.0,98177.0,42819.0,16254.0,3798.0,826.0,11630.0,4807.0,4807.0,87295.0,87295.0,354418.0,184151.0,170267.0,5811.0,5811.0,28487.0,1509.0,7551.0,2552.0,1108.0,8486.0,1625.0,669.0,3853.0,1133.0,12980.0,1165.0,2695.0,1350.0,1178.0,6593.0,349064.0,291076.0,37295.0,13130.0,7563.0,129188.0,67545.0,8638.0,53004.0,8586.0,5143.0,3443.0,25126.0,13359.0,1860.0,1191.0,8716.0,239659.0,239659.0,10587.0,10587.0,5432.0,5432.0,29346.0,2516.0,15235.0,11595.0,3577.0,3577.0,939.0,801.0,1554878.0
2009M01.2,199797.0,7702.0,17874.0,9560.0,37855.0,5656.0,2446.0,77433.0,41271.0,12698.0,2684.0,740.0,9274.0,4225.0,4225.0,49756.0,49756.0,377240.0,201644.0,175595.0,4054.0,4054.0,26588.0,966.0,5930.0,2563.0,1637.0,8208.0,1670.0,632.0,3956.0,1025.0,17408.0,1212.0,2635.0,859.0,2689.0,10014.0,281160.0,239331.0,26239.0,7803.0,7787.0,105887.0,62774.0,5899.0,37214.0,5647.0,3812.0,1835.0,20615.0,9759.0,1495.0,1297.0,8064.0,236189.0,236189.0,10206.0,10206.0,4624.0,4624.0,25287.0,2635.0,12225.0,10428.0,2257.0,2257.0,1171.0,699.0,1385510.0
2008M12.2,225753.0,6629.0,19719.0,13826.0,39336.0,6442.0,2569.0,87363.0,49870.0,12912.0,2510.0,509.0,9893.0,4607.0,4607.0,45632.0,45632.0,414908.0,236257.0,178650.0,6037.0,6037.0,29707.0,1628.0,6462.0,2645.0,1253.0,9982.0,1837.0,582.0,4301.0,1019.0,15544.0,1257.0,3064.0,1273.0,1895.0,8056.0,306676.0,254025.0,30893.0,5571.0,16188.0,113495.0,65918.0,9064.0,38514.0,6963.0,3960.0,3002.0,24374.0,10977.0,1916.0,1433.0,10047.0,243468.0,243468.0,9498.0,9498.0,4636.0,4636.0,29624.0,3100.0,13902.0,12622.0,1872.0,1872.0,970.0,651.0,1497327.0
2008M11.2,294765.0,11303.0,34679.0,15173.0,40447.0,8333.0,4092.0,121745.0,58992.0,15374.0,2155.0,1280.0,11939.0,6424.0,6424.0,66422.0,66422.0,435846.0,246292.0,189555.0,7669.0,7669.0,37008.0,1915.0,8058.0,4412.0,1689.0,10292.0,2627.0,1188.0,5893.0,936.0,18104.0,1851.0,3097.0,2971.0,2134.0,8051.0,405535.0,331729.0,54110.0,4446.0,15250.0,152705.0,87269.0,8408.0,57028.0,9688.0,5554.0,4134.0,30082.0,16156.0,2081.0,1626.0,10218.0,253950.0,253950.0,13416.0,13416.0,7327.0,7327.0,38270.0,4045.0,18308.0,15917.0,3514.0,3514.0,1236.0,638.0,1797971.0
2008M10.2,580901.0,19944.0,76954.0,36259.0,81720.0,21507.0,6043.0,242204.0,96270.0,30662.0,7207.0,2722.0,20732.0,14760.0,14760.0,524936.0,524936.0,432405.0,244723.0,187682.0,16777.0,16777.0,74479.0,5109.0,18047.0,9838.0,4412.0,18651.0,6072.0,1797.0,8603.0,1950.0,31189.0,2540.0,4904.0,3445.0,3545.0,16756.0,742477.0,489047.0,158720.0,6547.0,88163.0,221599.0,112266.0,21051.0,88282.0,12676.0,6409.0,6268.0,63188.0,33032.0,9839.0,1930.0,18386.0,347739.0,347739.0,19221.0,19221.0,11726.0,11726.0,62577.0,5992.0,28915.0,27670.0,7460.0,7460.0,886.0,609.0,3196269.0
2008M09.2,690093.0,28832.0,96446.0,35195.0,86534.0,25314.0,7324.0,301587.0,108860.0,43034.0,13232.0,3512.0,26289.0,24052.0,24052.0,917073.0,917073.0,361624.0,216063.0,145560.0,25885.0,25885.0,99806.0,5436.0,25545.0,17083.0,6058.0,24228.0,6572.0,2247.0,10020.0,2615.0,33519.0,2323.0,5305.0,4210.0,3307.0,18374.0,901939.0,531108.0,217052.0,14799.0,138980.0,256726.0,136590.0,21966.0,98170.0,13222.0,7658.0,5565.0,84236.0,42025.0,16718.0,4463.0,21029.0,352337.0,352337.0,20853.0,20853.0,23280.0,23280.0,72439.0,6858.0,33627.0,31955.0,13279.0,13279.0,482.0,541.0,3934420.0
2008M08.2,626468.0,21875.0,86306.0,30987.0,83688.0,26199.0,5876.0,276726.0,94812.0,55491.0,18744.0,3202.0,33545.0,22985.0,22985.0,1144896.0,1144896.0,371501.0,216399.0,155102.0,26180.0,26180.0,109983.0,4442.0,34459.0,13703.0,5149.0,26662.0,6964.0,2047.0,13748.0,2808.0,36641.0,2457.0,6099.0,4450.0,4629.0,19006.0,1134061.0,616492.0,317212.0,15844.0,184512.0,279912.0,143815.0,19015.0,117082.0,14008.0,6599.0,7409.0,92906.0,46301.0,13902.0,3141.0,29562.0,297316.0,297316.0,23487.0,23487.0,23720.0,23720.0,98692.0,10550.0,45659.0,42483.0,9064.0,9064.0,1802.0,1503.0,4370616.0
2008M07.2,561449.0,24998.0,73850.0,25745.0,70618.0,22270.0,5428.0,262315.0,76225.0,49432.0,16809.0,2617.0,30007.0,22622.0,22622.0,1122114.0,1122114.0,395053.0,240688.0,154365.0,23606.0,23606.0,94420.0,3159.0,29580.0,13182.0,5666.0,20488.0,7069.0,2055.0,10936.0,2285.0,29623.0,1677.0,4570.0,3000.0,4495.0,15881.0,1101648.0,627961.0,288920.0,13864.0,170902.0,249965.0,133392.0,19870.0,96703.0,11182.0,5857.0,5325.0,80528.0,41378.0,14210.0,2611.0,22329.0,358950.0,358950.0,20984.0,20984.0,22439.0,22439.0,87103.0,8801.0,37359.0,40943.0,7817.0,7817.0,1217.0,1072.0,4241225.0
2008M06.2,582614.0,22451.0,67784.0,26303.0,83367.0,20180.0,6550.0,267391.0,88588.0,45585.0,16184.0,2690.0,26712.0,20247.0,20247.0,993519.0,993519.0,354005.0,216427.0,137578.0,23401.0,23401.0,85079.0,4268.0,22220.0,16493.0,6265.0,17396.0,5952.0,1543.0,8321.0,2620.0,31318.0,2281.0,4485.0,4622.0,4214.0,15716.0,919629.0,559181.0,204625.0,11216.0,144607.0,222237.0,125416.0,16013.0,80808.0,12807.0,6075.0,6732.0,79605.0,42770.0,13938.0,2593.0,20303.0,351077.0,351077.0,19336.0,19336.0,19829.0,19829.0,65316.0,6684.0,27451.0,31182.0,9258.0,9258.0,1158.0,548.0,3836568.0
