,01 Andalucía,04 Almería,11 Cádiz,14 Córdoba,18 Granada,21 Huelva,23 Jaén,29 Málaga,41 Sevilla,02 Aragón,22 Huesca,44 Teruel,50 Zaragoza,"03 Asturias, Principado de",33 Asturias,"04 Balears, Illes","07 Balears, Illes",05 Canarias,"35 Palmas, Las",38 Santa Cruz de Tenerife,06 Cantabria,39 Cantabria,07 Castilla y León,05 Ávila,09 Burgos,24 León,34 Palencia,37 Salamanca,40 Segovia,42 Soria,47 Valladolid,49 Zamora,08 Castilla - La Mancha,02 Albacete,13 Ciudad Real,16 Cuenca,19 Guadalajara,45 Toledo,09 Cataluña,08 Barcelona,17 Girona,25 Lleida,43 Tarragona,10 Comunitat Valenciana,03 Alicante/Alacant,12 Castellón/Castelló,46 Valencia/València,11 Extremadura,06 Badajoz,10 Cáceres,12 Galicia,"15 Coruña, A",27 Lugo,32 Ourense,36 Pontevedra,"13 Madrid, Comunidad de",28 Madrid,"14 Murcia, Región de",30 Murcia,"15 Navarra, Comunidad Foral de",31 Navarra,16 País Vasco,01 Araba/Álava,48 Bizkaia,20 Gipuzkoa,"17 Rioja, La","26 Rioja, La",18 Ceuta,19 Melilla,Total Nacional
2025M02,1210103.0,64254.0,127353.0,81664.0,220647.0,37989.0,39187.0,368010.0,270998.0,217078.0,85457.0,28122.0,103499.0,87532.0,87532.0,167349.0,167349.0,924210.0,542537.0,381673.0,53062.0,53062.0,296294.0,24877.0,51062.0,44919.0,10544.0,58394.0,33632.0,14939.0,47192.0,10736.0,150654.0,28158.0,29526.0,24157.0,17811.0,51000.0,1169902.0,853957.0,162469.0,100705.0,52771.0,597413.0,289857.0,57727.0,249829.0,89415.0,47001.0,42413.0,207958.0,105224.0,26960.0,20073.0,55701.0,938401.0,938401.0,100792.0,100792.0,55332.0,55332.0,230365.0,28309.0,101349.0,100707.0,34531.0,34531.0,5242.0,4330.0,6539960.0
2025M01,983971.0,36982.0,100095.0,76019.0,188585.0,22418.0,33075.0,269769.0,257029.0,178779.0,66303.0,21022.0,91453.0,76688.0,76688.0,67535.0,67535.0,905844.0,529292.0,376552.0,45273.0,45273.0,258070.0,18557.0,49167.0,34214.0,11855.0,54288.0,29225.0,11241.0,40613.0,8911.0,124317.0,21963.0,23779.0,15518.0,15711.0,47346.0,1063163.0,789995.0,136542.0,90472.0,46154.0,496336.0,246779.0,34432.0,215124.0,68080.0,33147.0,34933.0,179837.0,85505.0,21580.0,16899.0,55852.0,949891.0,949891.0,83866.0,83866.0,48807.0,48807.0,206997.0,28451.0,86738.0,91808.0,29651.0,29651.0,5044.0,3927.0,5776075.0
2024M12,1105005.0,48389.0,123395.0,80679.0,192332.0,35037.0,41265.0,292539.0,291370.0,204922.0,57536.0,27428.0,119958.0,100710.0,100710.0,100207.0,100207.0,907836.0,531095.0,376741.0,56065.0,56065.0,331977.0,25661.0,63875.0,47481.0,10762.0,68682.0,38824.0,14434.0,49169.0,13089.0,161117.0,25660.0,31406.0,20967.0,19678.0,63405.0,1157918.0,829014.0,147887.0,80925.0,100092.0,541028.0,287813.0,49328.0,203887.0,102778.0,55906.0,46872.0,268632.0,108490.0,26338.0,23828.0,109975.0,1057978.0,1057978.0,95011.0,95011.0,67780.0,67780.0,250596.0,36791.0,112602.0,101203.0,34518.0,34518.0,5255.0,4156.0,6553489.0
2024M11,1278048.0,49231.0,140183.0,99847.0,208244.0,47220.0,48020.0,369692.0,315609.0,207513.0,44776.0,27361.0,135376.0,115968.0,115968.0,120469.0,120469.0,924076.0,541152.0,382924.0,73153.0,73153.0,379640.0,32148.0,65484.0,58486.0,13955.0,72001.0,41237.0,20985.0,58869.0,16474.0,183155.0,29949.0,35405.0,24107.0,24932.0,68763.0,1248937.0,941256.0,158379.0,44078.0,105224.0,592333.0,325544.0,52167.0,214622.0,112887.0,56754.0,56133.0,299163.0,141210.0,36304.0,25918.0,95730.0,1124406.0,1124406.0,105228.0,105228.0,74629.0,74629.0,278580.0,35718.0,127597.0,115264.0,42997.0,42997.0,5178.0,4864.0,7171221.0
2024M10,1838241.0,101499.0,251255.0,110866.0,265193.0,76257.0,58439.0,602997.0,371736.0,272448.0,69887.0,45320.0,157240.0,173419.0,173419.0,1372357.0,1372357.0,983705.0,585096.0,398609.0,106783.0,106783.0,501977.0,40026.0,96498.0,88122.0,22948.0,93511.0,50019.0,24999.0,64277.0,21578.0,242327.0,42128.0,41045.0,29675.0,29898.0,99582.0,1931632.0,1214889.0,378812.0,61228.0,276704.0,826885.0,416243.0,102281.0,308362.0,136908.0,71811.0,65098.0,510524.0,234329.0,78225.0,32082.0,165889.0,1225971.0,1225971.0,135092.0,135092.0,100130.0,100130.0,349844.0,43124.0,157974.0,148746.0,56863.0,56863.0,3920.0,5285.0,10774309.0
2024M09,2025863.0,180370.0,322959.0,106593.0,260507.0,142316.0,54253.0,615246.0,343619.0,274120.0,82952.0,42737.0,148432.0,231263.0,231263.0,1759286.0,1759286.0,888920.0,520085.0,368835.0,153311.0,153311.0,530961.0,39133.0,101154.0,98468.0,25519.0,101287.0,55498.0,24415.0,62760.0,22727.0,218311.0,37965.0,37453.0,28671.0,24487.0,89735.0,2150530.0,1198241.0,488831.0,75758.0,387699.0,925760.0,445840.0,136666.0,343255.0,144748.0,75170.0,69578.0,632434.0,272861.0,100598.0,36746.0,222228.0,1193454.0,1193454.0,138968.0,138968.0,111063.0,111063.0,369761.0,47905.0,168706.0,153150.0,62524.0,62524.0,4704.0,5398.0,11821379.0
2024M08,2224665.0,245109.0,364584.0,87212.0,264160.0,190067.0,58619.0,696239.0,318674.0,355902.0,141095.0,52003.0,162804.0,296551.0,296551.0,2067814.0,2067814.0,1005065.0,591062.0,414003.0,223366.0,223366.0,645654.0,43963.0,123607.0,128390.0,30637.0,126935.0,64003.0,29598.0,67807.0,30715.0,216910.0,36211.0,42597.0,32912.0,23985.0,81205.0,2630088.0,1315804.0,665394.0,117181.0,531709.0,1137298.0,562139.0,187895.0,387264.0,179888.0,97926.0,81962.0,767759.0,311028.0,118916.0,44502.0,293314.0,1032666.0,1032666.0,170974.0,170974.0,126972.0,126972.0,416271.0,57743.0,195280.0,163248.0,73171.0,73171.0,7888.0,7192.0,13586095.0
2024M07,2004872.0,224136.0,341253.0,70903.0,219728.0,158989.0,46088.0,648908.0,294867.0,297659.0,113733.0,35206.0,148720.0,259286.0,259286.0,2029972.0,2029972.0,959649.0,559680.0,399969.0,184363.0,184363.0,527337.0,34870.0,106842.0,91444.0,24619.0,96853.0,59286.0,25564.0,63751.0,24106.0,203312.0,38541.0,40914.0,26564.0,25329.0,71964.0,2531714.0,1345905.0,595471.0,99278.0,491060.0,1062956.0,520031.0,164542.0,378383.0,142076.0,76133.0,65943.0,612890.0,256753.0,95488.0,36182.0,224467.0,1170223.0,1170223.0,164579.0,164579.0,106348.0,106348.0,378266.0,50866.0,176514.0,150886.0,57054.0,57054.0,6278.0,4380.0,12703213.0
2024M06,2019917.0,188469.0,320439.0,97539.0,245974.0,152587.0,47718.0,635270.0,331921.0,265198.0,82216.0,37316.0,145667.0,201598.0,201598.0,1904461.0,1904461.0,901162.0,524766.0,376396.0,141697.0,141697.0,491500.0,35196.0,82805.0,94395.0,26655.0,85256.0,63984.0,23023.0,59194.0,20992.0,215577.0,36124.0,38300.0,28094.0,25756.0,87303.0,2304520.0,1277053.0,526872.0,84574.0,416021.0,977449.0,481321.0,141398.0,354730.0,129519.0,68207.0,61312.0,532268.0,241880.0,77403.0,32543.0,180442.0,1186884.0,1186884.0,142607.0,142607.0,97958.0,97958.0,327866.0,41405.0,150688.0,135773.0,54069.0,54069.0,6030.0,4802.0,11905082.0
2024M05,2099691.0,145585.0,328708.0,120387.0,264906.0,136286.0,58925.0,662252.0,382642.0,264385.0,64730.0,43407.0,156249.0,184260.0,184260.0,1738780.0,1738780.0,868636.0,505514.0,363121.0,139073.0,139073.0,500679.0,40071.0,92354.0,99399.0,23843.0,91996.0,45346.0,23711.0,62493.0,21467.0,238176.0,35715.0,41393.0,35243.0,26305.0,99520.0,2223250.0,1290759.0,485568.0,64888.0,382035.0,940707.0,472037.0,118161.0,350509.0,136775.0,67704.0,69071.0,552134.0,266357.0,83717.0,31927.0,170133.0,1227567.0,1227567.0,135233.0,135233.0,107614.0,107614.0,348172.0,44667.0,156700.0,146805.0,61280.0,61280.0,5392.0,4927.0,11776729.0
2024M04,1847648.0,101990.0,247467.0,112338.0,252583.0,95798.0,58057.0,605359.0,374056.0,223792.0,51953.0,34905.0,136935.0,144446.0,144446.0,776329.0,776329.0,894098.0,528899.0,365198.0,102079.0,102079.0,421443.0,32527.0,81034.0,76568.0,14968.0,85465.0,39313.0,20246.0,53530.0,17792.0,206941.0,35961.0,36246.0,26381.0,22769.0,85584.0,1717358.0,1110760.0,324331.0,49530.0,232737.0,819119.0,403779.0,91109.0,324231.0,127665.0,64920.0,62746.0,399567.0,195242.0,60733.0,24397.0,119195.0,1124810.0,1124810.0,123217.0,123217.0,92222.0,92222.0,309492.0,37460.0,143085.0,128947.0,50876.0,50876.0,8992.0,4413.0,9394506.0
2024M03,1616003.0,88277.0,184965.0,106407.0,253493.0,74654.0,51725.0,512816.0,343666.0,264862.0,87922.0,37333.0,139607.0,139948.0,139948.0,374102.0,374102.0,990386.0,585513.0,404873.0,99777.0,99777.0,387550.0,32362.0,68768.0,63952.0,14143.0,79852.0,36971.0,20462.0,54517.0,16523.0,184714.0,32268.0,33907.0,24580.0,20980.0,72979.0,1536827.0,1036416.0,244484.0,99083.0,156844.0,803534.0,385753.0,89586.0,328195.0,122092.0,60891.0,61201.0,304702.0,140997.0,43249.0,26715.0,93741.0,1080872.0,1080872.0,118422.0,118422.0,81030.0,81030.0,296087.0,37142.0,132435.0,126509.0,46190.0,46190.0,5337.0,3743.0,8456178.0
2024M02,1258294.0,62925.0,138223.0,88591.0,224866.0,37085.0,38464.0,373782.0,294357.0,208041.0,70478.0,27950.0,109613.0,87370.0,87370.0,148843.0,148843.0,900826.0,537139.0,363687.0,52813.0,52813.0,289214.0,26724.0,51472.0,41188.0,9345.0,59227.0,27868.0,15007.0,45816.0,12567.0,142708.0,26280.0,28088.0,18300.0,17785.0,52255.0,1136047.0,842121.0,146071.0,96050.0,51806.0,607126.0,298415.0,51768.0,256943.0,90527.0,45811.0,44716.0,204565.0,99608.0,23626.0,22397.0,58934.0,972927.0,972927.0,97915.0,97915.0,54293.0,54293.0,220417.0,27106.0,102522.0,90789.0,32696.0,32696.0,3694.0,3852.0,6512168.0
2024M01,1041007.0,36786.0,97523.0,74538.0,202194.0,26215.0,30429.0,308291.0,265030.0,181165.0,66580.0,21652.0,92933.0,79730.0,79730.0,69271.0,69271.0,879041.0,514611.0,364430.0,46178.0,46178.0,243691.0,20804.0,42122.0,34457.0,9272.0,47084.0,27911.0,10976.0,41443.0,9624.0,121535.0,19626.0,23885.0,14198.0,15537.0,48288.0,1008841.0,744854.0,125212.0,89865.0,48910.0,490786.0,236939.0,29980.0,223867.0,75809.0,39361.0,36448.0,174064.0,81743.0,18602.0,19753.0,53967.0,895214.0,895214.0,74429.0,74429.0,46096.0,46096.0,200788.0,26039.0,91527.0,83222.0,25993.0,25993.0,3705.0,3516.0,5660859.0
2023M12,1170078.0,48526.0,126224.0,88135.0,206073.0,37582.0,41380.0,325375.0,296784.0,206185.0,53348.0,30802.0,122036.0,99718.0,99718.0,87937.0,87937.0,888582.0,521810.0,366772.0,57858.0,57858.0,324480.0,28173.0,54961.0,45328.0,11722.0,73080.0,34257.0,14176.0,48599.0,14182.0,162581.0,27441.0,30550.0,22960.0,17782.0,63848.0,1155556.0,807856.0,160939.0,77714.0,109046.0,572085.0,283891.0,45455.0,242739.0,93666.0,48640.0,45025.0,278481.0,110010.0,25072.0,25528.0,117871.0,1052428.0,1052428.0,88991.0,88991.0,64173.0,64173.0,241437.0,33005.0,112622.0,95810.0,32781.0,32781.0,4456.0,4664.0,6586138.0
2023M11,1239122.0,49020.0,133529.0,98244.0,200428.0,43582.0,42153.0,381833.0,290333.0,184819.0,32764.0,30457.0,121598.0,104376.0,104376.0,113029.0,113029.0,869941.0,507617.0,362324.0,64683.0,64683.0,342890.0,29396.0,57354.0,53060.0,13123.0,69455.0,34632.0,17957.0,53377.0,14534.0,168399.0,31083.0,31889.0,22999.0,20022.0,62406.0,1199295.0,916429.0,150172.0,38916.0,93779.0,615500.0,301035.0,50506.0,263959.0,99385.0,50084.0,49302.0,269894.0,132612.0,29147.0,23648.0,84487.0,1064684.0,1064684.0,94440.0,94440.0,69818.0,69818.0,249941.0,34384.0,116444.0,99113.0,39289.0,39289.0,4405.0,4905.0,6798815.0
2023M10,1873526.0,101190.0,266081.0,117661.0,261845.0,84740.0,53704.0,623385.0,364920.0,254261.0,64162.0,44026.0,146074.0,179554.0,179554.0,1189276.0,1189276.0,972734.0,576118.0,396616.0,116008.0,116008.0,475645.0,37145.0,85607.0,82836.0,19814.0,95789.0,46831.0,25230.0,59661.0,22732.0,220587.0,35701.0,39575.0,30647.0,25377.0,89287.0,1940523.0,1222542.0,385596.0,64646.0,267740.0,822455.0,405802.0,96516.0,320136.0,122400.0,62131.0,60269.0,483524.0,239634.0,69910.0,31731.0,142249.0,1125946.0,1125946.0,119938.0,119938.0,98392.0,98392.0,333615.0,42140.0,160203.0,131272.0,53759.0,53759.0,3924.0,4374.0,10390441.0
2023M09,2025500.0,178525.0,314938.0,106478.0,262364.0,138141.0,50605.0,636614.0,337835.0,269336.0,83398.0,39927.0,146011.0,236526.0,236526.0,1691128.0,1691128.0,873547.0,512563.0,360984.0,157393.0,157393.0,524782.0,38375.0,96006.0,97377.0,24535.0,104856.0,49810.0,24578.0,66035.0,23210.0,220146.0,38608.0,41174.0,27833.0,23306.0,89225.0,2194081.0,1216170.0,496403.0,80265.0,401244.0,874956.0,427200.0,119816.0,327939.0,132677.0,67259.0,65418.0,597327.0,276366.0,93784.0,36150.0,191027.0,1148967.0,1148967.0,138654.0,138654.0,113808.0,113808.0,358215.0,47306.0,167853.0,143056.0,60221.0,60221.0,5580.0,5028.0,11627872.0
2023M08,2267920.0,247301.0,398702.0,88170.0,254986.0,185606.0,50143.0,719761.0,323252.0,343772.0,131501.0,53151.0,159120.0,275162.0,275162.0,1979182.0,1979182.0,973840.0,581149.0,392691.0,212156.0,212156.0,651036.0,48900.0,126940.0,120255.0,32343.0,131168.0,58856.0,30079.0,70694.0,31801.0,213872.0,34965.0,42366.0,32116.0,21548.0,82876.0,2595231.0,1311861.0,636179.0,126042.0,521149.0,1092043.0,543939.0,178524.0,369580.0,160754.0,81528.0,79227.0,719933.0,312768.0,101704.0,43308.0,262153.0,1007541.0,1007541.0,161880.0,161880.0,124639.0,124639.0,403073.0,56962.0,192131.0,153980.0,70618.0,70618.0,8679.0,5165.0,13266497.0
2023M07,2114842.0,232234.0,381023.0,77709.0,227293.0,165490.0,43801.0,689693.0,297598.0,285961.0,106953.0,38683.0,140325.0,256240.0,256240.0,1972703.0,1972703.0,973969.0,574819.0,399149.0,200518.0,200518.0,527308.0,35325.0,103159.0,89642.0,25389.0,98959.0,53270.0,27864.0,66537.0,27162.0,195984.0,32953.0,41292.0,26361.0,25848.0,69530.0,2563852.0,1342584.0,590663.0,101659.0,528947.0,1041168.0,528274.0,163710.0,349183.0,133412.0,69015.0,64397.0,598106.0,263745.0,86641.0,33073.0,214647.0,1111137.0,1111137.0,155598.0,155598.0,106277.0,106277.0,378690.0,49697.0,179939.0,149053.0,53709.0,53709.0,6757.0,4253.0,12680483.0
2023M06,1959976.0,181291.0,324699.0,90456.0,230386.0,142952.0,45300.0,618969.0,325922.0,239433.0,76212.0,35244.0,127976.0,203011.0,203011.0,1814007.0,1814007.0,864669.0,505164.0,359506.0,149244.0,149244.0,451027.0,31831.0,81538.0,84197.0,20890.0,81329.0,44374.0,21525.0,63599.0,21745.0,205844.0,36017.0,39025.0,26098.0,25029.0,79675.0,2292329.0,1263049.0,514135.0,74845.0,440300.0,950024.0,461654.0,135543.0,352828.0,121758.0,64128.0,57630.0,504037.0,238251.0,80315.0,30920.0,154552.0,1163021.0,1163021.0,133969.0,133969.0,98721.0,98721.0,320834.0,39506.0,148550.0,132778.0,52115.0,52115.0,6973.0,4557.0,11535550.0
2023M05,1883648.0,121581.0,279090.0,110383.0,233943.0,112684.0,48547.0,624905.0,352514.0,214445.0,52369.0,32865.0,129211.0,165341.0,165341.0,1492772.0,1492772.0,825123.0,479392.0,345731.0,114853.0,114853.0,446325.0,33578.0,86755.0,87117.0,20997.0,80625.0,37964.0,20378.0,60065.0,18847.0,198851.0,32781.0,37877.0,26039.0,22957.0,79197.0,2084531.0,1251693.0,443609.0,55339.0,333890.0,831185.0,409505.0,95406.0,326274.0,122378.0,62089.0,60289.0,475038.0,237180.0,77190.0,28528.0,132140.0,1117578.0,1117578.0,118882.0,118882.0,102577.0,102577.0,322322.0,38329.0,152011.0,131983.0,52790.0,52790.0,7379.0,4185.0,10580202.0
2023M04,1852962.0,101502.0,284665.0,109465.0,246525.0,100497.0,57251.0,601632.0,351424.0,252862.0,68646.0,43406.0,140811.0,172835.0,172835.0,766096.0,766096.0,918498.0,540256.0,378241.0,126703.0,126703.0,479360.0,38937.0,87135.0,80613.0,19887.0,95874.0,48720.0,25668.0,60868.0,21658.0,216441.0,36003.0,42922.0,30873.0,25422.0,81221.0,1880203.0,1102659.0,414955.0,60378.0,302211.0,903805.0,450817.0,119687.0,333301.0,140823.0,69713.0,71110.0,429947.0,205981.0,65688.0,32563.0,125715.0,1077543.0,1077543.0,129523.0,129523.0,101629.0,101629.0,316309.0,37590.0,146294.0,132425.0,53118.0,53118.0,6582.0,4147.0,9829384.0
2023M03,1418975.0,64775.0,157080.0,92822.0,230550.0,49385.0,45849.0,463698.0,314817.0,216350.0,67941.0,30070.0,118339.0,105354.0,105354.0,230407.0,230407.0,897084.0,528575.0,368509.0,72470.0,72470.0,350786.0,29059.0,61654.0,55003.0,14025.0,69736.0,34743.0,18047.0,54506.0,14014.0,171094.0,31879.0,33030.0,23586.0,20593.0,62007.0,1288220.0,953261.0,187875.0,81633.0,65451.0,719624.0,342489.0,72123.0,305012.0,114111.0,56521.0,57590.0,250877.0,123585.0,34343.0,23332.0,69616.0,1053885.0,1053885.0,103120.0,103120.0,72200.0,72200.0,251571.0,31862.0,113551.0,106158.0,36881.0,36881.0,4285.0,4069.0,7361364.0
2023M02,1123345.0,52895.0,131043.0,77973.0,207212.0,35996.0,36224.0,313400.0,268601.0,197371.0,76402.0,28459.0,92510.0,81250.0,81250.0,124782.0,124782.0,827756.0,487977.0,339779.0,51022.0,51022.0,277559.0,25581.0,44931.0,42479.0,10145.0,57478.0,28479.0,14613.0,43206.0,10647.0,140257.0,23838.0,29010.0,18350.0,16950.0,52111.0,1051913.0,768787.0,145938.0,91047.0,46141.0,538245.0,257278.0,51779.0,229187.0,90986.0,49075.0,41911.0,196652.0,95802.0,23034.0,22574.0,55242.0,879144.0,879144.0,85942.0,85942.0,53345.0,53345.0,208182.0,25448.0,96271.0,86463.0,31146.0,31146.0,4688.0,3478.0,5967064.0
2023M01,954691.0,40404.0,91940.0,68849.0,191255.0,24969.0,27703.0,264643.0,244929.0,169047.0,66697.0,20846.0,81503.0,68071.0,68071.0,75909.0,75909.0,805529.0,467161.0,338368.0,39213.0,39213.0,228087.0,17508.0,41218.0,31820.0,8170.0,45435.0,25187.0,9817.0,40468.0,8463.0,124348.0,21802.0,23114.0,14913.0,14588.0,49931.0,961361.0,707279.0,122352.0,81031.0,50699.0,464858.0,216098.0,31535.0,217225.0,74171.0,38931.0,35240.0,176532.0,77780.0,20219.0,17797.0,60737.0,888093.0,888093.0,72304.0,72304.0,44635.0,44635.0,188713.0,25649.0,84314.0,78750.0,24086.0,24086.0,4635.0,3678.0,5367962.0
2022M12,1007743.0,43239.0,107834.0,75556.0,191517.0,25594.0,36780.0,284226.0,242998.0,190127.0,55353.0,28025.0,106750.0,85895.0,85895.0,80696.0,80696.0,888503.0,508217.0,380286.0,53052.0,53052.0,287372.0,23988.0,50343.0,35601.0,9405.0,65389.0,27498.0,12534.0,50398.0,12215.0,150154.0,26288.0,27172.0,18731.0,17760.0,60203.0,1085088.0,743057.0,155444.0,77515.0,109072.0,527910.0,260881.0,42165.0,224864.0,83945.0,44115.0,39829.0,249612.0,98031.0,24718.0,22672.0,104191.0,967750.0,967750.0,81362.0,81362.0,56963.0,56963.0,217849.0,29615.0,103038.0,85196.0,31405.0,31405.0,5446.0,3682.0,6054556.0
2022M11,1084818.0,51315.0,123488.0,85818.0,165033.0,42243.0,40758.0,304416.0,271748.0,164903.0,27475.0,28492.0,108936.0,94412.0,94412.0,111194.0,111194.0,817321.0,468960.0,348361.0,60187.0,60187.0,318776.0,25160.0,57361.0,45143.0,13442.0,59675.0,30876.0,15835.0,55855.0,15429.0,168171.0,30697.0,32159.0,23559.0,22470.0,59285.0,1082030.0,822356.0,139248.0,36781.0,83645.0,590924.0,292511.0,50024.0,248390.0,99992.0,50424.0,49568.0,253723.0,122063.0,30648.0,24774.0,76238.0,1004095.0,1004095.0,86478.0,86478.0,66873.0,66873.0,231780.0,30324.0,106382.0,95075.0,38203.0,38203.0,6203.0,4615.0,6284698.0
2022M10,1685566.0,97379.0,233672.0,107063.0,240557.0,83177.0,53919.0,539765.0,330034.0,247503.0,59414.0,44616.0,143472.0,161014.0,161014.0,1072128.0,1072128.0,923797.0,545737.0,378060.0,112156.0,112156.0,466175.0,34934.0,83377.0,84050.0,18879.0,92399.0,40951.0,22646.0,65273.0,23667.0,215864.0,36673.0,40751.0,30199.0,24140.0,84101.0,1819727.0,1154049.0,351089.0,61687.0,252902.0,767448.0,373527.0,88896.0,305025.0,129418.0,65890.0,63529.0,457925.0,225864.0,67595.0,32049.0,132417.0,1104026.0,1104026.0,114295.0,114295.0,99414.0,99414.0,302414.0,38704.0,142526.0,121185.0,52988.0,52988.0,6525.0,4876.0,9743259.0
2022M09,1980050.0,177878.0,316371.0,98524.0,245831.0,142926.0,53363.0,620194.0,324963.0,261142.0,81992.0,43228.0,135922.0,201227.0,201227.0,1618513.0,1618513.0,831470.0,483480.0,347990.0,158906.0,158906.0,503684.0,35796.0,91171.0,96717.0,22980.0,94966.0,44584.0,21759.0,71535.0,24174.0,213385.0,37980.0,40809.0,28542.0,24674.0,81380.0,2025216.0,1141853.0,453933.0,70071.0,359359.0,869023.0,419732.0,129966.0,319325.0,136821.0,71592.0,65229.0,567441.0,256661.0,93780.0,34395.0,182605.0,1048624.0,1048624.0,130782.0,130782.0,108043.0,108043.0,326836.0,41022.0,156169.0,129645.0,57100.0,57100.0,6307.0,5734.0,11050305.0
2022M08,2172087.0,248328.0,375881.0,87450.0,264810.0,168823.0,52629.0,665325.0,308841.0,340668.0,127636.0,54960.0,158072.0,274811.0,274811.0,1954444.0,1954444.0,976398.0,578091.0,398307.0,208609.0,208609.0,634835.0,43196.0,131272.0,113980.0,29386.0,122396.0,56202.0,29046.0,76811.0,32548.0,221058.0,37437.0,43142.0,34794.0,22927.0,82757.0,2497068.0,1234023.0,628238.0,119328.0,515479.0,1102225.0,560986.0,174115.0,367124.0,161033.0,88052.0,72981.0,723384.0,313524.0,108580.0,45643.0,255637.0,855535.0,855535.0,165738.0,165738.0,131170.0,131170.0,388236.0,52443.0,188995.0,146798.0,68214.0,68214.0,8386.0,6017.0,12889916.0
2022M07,2076997.0,228909.0,380127.0,72712.0,226091.0,171922.0,47918.0,686330.0,262989.0,281784.0,110610.0,39349.0,131825.0,242167.0,242167.0,1904858.0,1904858.0,940475.0,552054.0,388422.0,194172.0,194172.0,515853.0,32382.0,98948.0,88018.0,22821.0,101107.0,52081.0,23163.0,70287.0,27045.0,206108.0,32858.0,43229.0,29773.0,28588.0,71660.0,2446021.0,1261966.0,588305.0,93601.0,502149.0,1064780.0,536497.0,156435.0,371848.0,140290.0,76955.0,63335.0,619047.0,277016.0,91004.0,32851.0,218175.0,961454.0,961454.0,154415.0,154415.0,104218.0,104218.0,376630.0,48695.0,184982.0,142952.0,52191.0,52191.0,7191.0,4285.0,12292936.0
2022M06,1947800.0,185257.0,326726.0,86049.0,230734.0,147689.0,46932.0,611199.0,313214.0,234944.0,71650.0,37915.0,125379.0,177752.0,177752.0,1742424.0,1742424.0,825172.0,479762.0,345410.0,129994.0,129994.0,445472.0,29569.0,75370.0,87843.0,19665.0,80796.0,42857.0,19742.0,66905.0,22725.0,200261.0,34487.0,39156.0,25814.0,25365.0,75438.0,2157781.0,1140167.0,509322.0,73429.0,434863.0,922525.0,449446.0,138061.0,335018.0,125552.0,65468.0,60083.0,481175.0,226862.0,73618.0,31665.0,149029.0,1016352.0,1016352.0,127522.0,127522.0,96192.0,96192.0,301277.0,37831.0,142339.0,121108.0,48209.0,48209.0,5851.0,4214.0,10990468.0
2022M05,1833026.0,118852.0,286803.0,108654.0,227833.0,125572.0,51623.0,590649.0,323040.0,209307.0,53077.0,35361.0,120869.0,143685.0,143685.0,1378649.0,1378649.0,789586.0,457335.0,332251.0,117219.0,117219.0,424792.0,32914.0,77366.0,87013.0,19143.0,77161.0,35545.0,19534.0,56132.0,19984.0,200450.0,35708.0,38849.0,26520.0,24589.0,74784.0,1851605.0,1080995.0,379462.0,54047.0,337101.0,833402.0,406120.0,106644.0,320639.0,122009.0,62554.0,59456.0,441688.0,217303.0,71720.0,29434.0,123231.0,1010998.0,1010998.0,116088.0,116088.0,94598.0,94598.0,293367.0,36798.0,138598.0,117970.0,51148.0,51148.0,4531.0,4520.0,9920671.0
2022M04,1670249.0,89441.0,240758.0,105128.0,251720.0,86553.0,55947.0,541596.0,299106.0,244498.0,67623.0,44560.0,132315.0,138486.0,138486.0,627500.0,627500.0,857858.0,500068.0,357790.0,107459.0,107459.0,414020.0,31334.0,75404.0,71647.0,17143.0,84643.0,38857.0,19482.0,55321.0,20189.0,205134.0,36848.0,41342.0,29068.0,24229.0,73648.0,1599940.0,954827.0,329552.0,63530.0,252030.0,808646.0,389908.0,114080.0,304658.0,138518.0,69088.0,69430.0,374977.0,177411.0,58770.0,29707.0,109089.0,951920.0,951920.0,122045.0,122045.0,91767.0,91767.0,279832.0,35555.0,131096.0,113181.0,49639.0,49639.0,3794.0,3539.0,8689822.0
2022M03,1147658.0,55785.0,125866.0,81432.0,189681.0,37305.0,37661.0,360805.0,259122.0,187773.0,61496.0,26821.0,99455.0,84443.0,84443.0,202457.0,202457.0,796835.0,463276.0,333559.0,62412.0,62412.0,291612.0,20480.0,53536.0,45284.0,11279.0,55241.0,28170.0,13414.0,50593.0,13615.0,146796.0,28126.0,28897.0,20813.0,18342.0,50619.0,1018702.0,738509.0,148484.0,74307.0,57402.0,563532.0,259886.0,57243.0,246403.0,97696.0,50250.0,47446.0,216493.0,107443.0,29502.0,21550.0,57999.0,848985.0,848985.0,82864.0,82864.0,63314.0,63314.0,210876.0,29211.0,96709.0,84956.0,32223.0,32223.0,3242.0,3485.0,6061398.0
2022M02,989820.0,49429.0,107541.0,70543.0,189794.0,33338.0,35280.0,287697.0,216198.0,181090.0,75460.0,25755.0,79875.0,71141.0,71141.0,92624.0,92624.0,704086.0,403249.0,300838.0,52062.0,52062.0,259939.0,19281.0,45173.0,38959.0,10619.0,51793.0,25723.0,13601.0,43213.0,11576.0,136934.0,23509.0,28236.0,19700.0,16916.0,48573.0,863558.0,581175.0,148373.0,91079.0,42930.0,457434.0,211916.0,44027.0,201491.0,87246.0,46324.0,40922.0,179553.0,85543.0,22040.0,21714.0,50256.0,721193.0,721193.0,75577.0,75577.0,51971.0,51971.0,176248.0,22569.0,78915.0,74764.0,28001.0,28001.0,2442.0,3043.0,5133961.0
